199.82	33	1.48
541.53	39	0.58
560.74	10	0.59
13.07	30	1.00
388.46	41	1.41
72.87	27	0.94
220.17	53	0.69
184.13	40	0.59
112.23	5	0.62
599.93	10	1.37
174.51	4	0.51
35.17	59	0.56
421.04	57	1.13
227.52	31	0.55
327.31	4	1.44
568.34	14	1.43
373.31	58	0.53
352.52	59	0.72
198.36	45	1.46
418.38	25	1.34
196.07	8	1.16
553.01	41	1.34
375.02	43	0.70
158.20	24	1.16
247.97	36	0.84
347.55	13	1.26
437.20	58	0.62
634.94	3	0.99
617.67	4	0.87
514.07	55	0.60
558.52	2	0.90
104.37	1	1.05
622.00	12	1.36
375.18	5	0.64
439.27	16	0.91
1.19	26	1.02
534.31	5	1.48
553.80	41	1.16
8.80	59	1.21
599.26	51	1.39
218.53	43	0.52
449.64	60	0.82
486.78	54	1.33
418.36	22	0.69
127.44	12	0.90
14.19	21	0.90
554.93	45	0.77
132.62	8	1.31
15.68	24	1.41
273.90	3	1.22
135.16	56	0.54
657.15	54	1.03
366.62	2	0.60
700.21	31	0.98
185.14	6	0.56
424.49	6	1.39
119.95	9	0.83
177.68	30	1.12
585.84	8	0.56
644.87	48	1.00
204.33	9	0.79
10.97	38	0.82
539.80	6	0.71
589.37	8	0.64
711.58	3	0.56
512.01	26	0.98
595.00	17	1.39
396.22	7	1.02
164.21	29	0.87
171.26	48	0.52
346.80	49	1.08
340.49	28	1.11
432.52	39	1.11
269.86	48	0.59
366.30	48	0.65
254.37	47	0.63
496.90	38	1.40
236.32	45	0.92
536.52	10	1.05
333.94	47	0.96
110.16	4	1.03
369.59	28	0.98
254.18	44	1.13
231.69	60	0.84
534.61	4	0.62
268.41	12	1.04
189.66	38	0.78
647.53	26	1.14
379.29	43	0.82
636.59	56	0.92
620.88	21	1.02
680.37	36	1.08
186.41	43	0.53
44.62	12	1.29
167.69	6	0.70
605.41	26	0.62
575.64	10	0.64
332.06	40	0.98
185.70	14	1.41
700.62	30	1.04
355.75	9	0.70
195.61	4	1.02
124.96	49	0.62
695.06	8	0.81
25.80	36	1.47
134.60	6	1.03
98.84	5	0.92
550.51	1	1.25
69.92	35	0.74
189.55	19	1.20
5.14	37	0.76
598.28	7	0.78
499.29	45	0.66
194.36	28	0.56
52.16	42	0.55
27.69	52	1.09
488.73	31	0.54
38.79	9	1.08
176.74	1	0.70
434.57	55	0.58
92.36	2	0.96
528.63	50	1.32
699.00	42	1.12
617.16	3	0.87
663.05	28	1.43
103.23	27	1.06
690.65	46	0.57
181.66	60	0.62
43.35	54	1.14
444.10	2	0.86
410.60	32	1.23
113.93	44	1.32
232.87	5	1.23
300.92	5	1.10
241.66	32	1.48
512.92	24	0.69
449.72	2	0.63
188.63	3	1.20
523.95	17	0.97
139.79	3	1.18
285.92	35	0.92
508.89	36	1.10
389.07	7	1.06
408.54	7	1.32
146.38	9	1.46
254.70	10	0.71
304.22	10	0.76
515.93	43	1.04
26.47	1	1.00
530.40	43	0.99
167.68	51	0.98
254.98	54	1.24
35.38	24	0.75
451.75	46	0.54
124.04	50	1.00
395.39	45	1.34
522.62	29	0.93
639.13	6	0.95
116.88	9	1.21
251.11	60	1.35
321.88	52	1.15
607.31	6	1.25
3.03	31	0.71
659.80	31	0.94
44.55	36	0.96
583.69	7	1.09
445.33	56	1.49
35.08	40	1.15
116.79	5	0.74
110.22	1	1.10
47.75	41	1.10
194.17	11	0.94
97.35	23	0.92
333.35	52	0.78
121.49	32	1.34
241.82	11	1.18
530.93	8	0.51
658.34	9	0.88
369.16	8	0.71
675.38	10	0.65
589.91	27	1.35
444.82	20	0.67
584.54	38	0.55
446.50	38	0.69
606.29	36	0.99
147.86	44	0.67
113.60	55	1.47
680.81	49	1.03
157.56	44	0.93
597.91	57	1.15
367.99	8	1.25
415.24	17	1.24
697.02	41	0.71
310.70	49	0.91
105.19	8	1.02
497.10	12	0.76
571.87	8	1.41
288.44	29	0.83
388.77	22	0.51
121.84	42	1.23
203.25	12	1.25
709.52	1	1.44
318.76	12	0.65
335.90	37	1.31
2.32	3	1.12
417.33	10	1.46
8.79	4	1.30
447.15	10	0.81
406.72	49	0.52
617.50	3	0.66
139.78	34	1.22
419.01	33	1.21
177.02	14	1.12
214.11	29	1.21
478.25	32	0.80
697.72	3	1.23
326.36	55	0.67
208.55	1	1.29
606.40	7	0.67
667.01	7	0.56
111.36	5	0.91
183.11	25	0.86
324.35	52	0.86
496.33	6	1.10
712.70	9	0.91
270.89	11	1.24
699.22	2	1.18
107.31	40	1.30
418.64	10	1.06
637.51	10	0.88
717.31	2	1.10
375.78	7	1.08
368.82	15	0.91
303.01	4	1.23
436.47	42	0.93
222.90	9	1.36
369.37	16	1.40
515.57	10	0.71
512.56	8	1.28
512.32	30	1.22
324.37	57	1.33
522.37	10	0.53
55.22	59	1.31
627.62	36	0.51
168.50	53	0.73
589.75	48	0.72
554.61	19	0.59
202.30	21	0.97
662.76	44	0.60
289.75	22	1.41
681.26	5	1.32
593.39	38	1.22
297.50	31	0.50
643.15	6	1.20
59.32	28	1.15
45.27	52	0.59
234.31	4	1.39
497.79	11	0.54
610.32	23	1.42
160.68	12	0.55
237.01	35	0.51
456.41	5	1.04
316.38	9	0.63
409.42	12	0.80
621.09	17	1.39
598.75	9	1.02
709.01	43	0.52
483.37	59	1.44
669.22	55	0.61
675.60	8	0.70
474.35	25	0.89
567.78	20	1.30
592.79	15	1.43
213.55	45	1.36
6.99	4	0.57
497.07	4	0.91
487.51	26	0.61
230.36	44	1.38
499.64	12	1.09
714.40	10	1.29
402.68	7	1.06
259.50	25	1.01
583.32	34	0.86
624.99	40	0.76
691.77	51	0.90
248.04	4	0.70
155.80	8	0.86
590.88	27	1.07
200.35	52	1.12
296.44	58	0.88
639.69	53	0.96
481.74	9	0.90
431.54	10	1.04
669.47	46	1.10
167.41	10	1.31
61.12	11	0.66
433.64	12	1.41
334.03	11	0.94
554.48	55	1.08
702.68	43	1.07
649.27	44	1.29
307.64	45	0.90
525.77	40	0.96
367.43	2	0.64
200.47	36	0.50
280.87	6	1.04
712.44	17	0.95
259.75	37	1.04
209.27	11	1.45
201.12	4	1.37
129.77	53	1.27
18.49	32	1.10
337.59	36	0.76
518.22	17	0.98
230.51	39	0.64
503.52	8	1.41
593.75	3	1.41
625.58	5	1.23
598.74	11	0.57
129.77	1	0.54
2.79	5	0.50
469.57	10	0.58
585.76	20	0.84
482.33	39	1.06
318.46	57	1.31
40.24	22	1.45
80.29	44	0.77
601.96	35	0.51
635.82	5	1.41
351.77	10	1.29
547.98	45	1.09
313.55	5	1.15
570.06	8	1.05
697.34	37	0.63
683.29	17	0.75
205.06	6	0.84
695.83	4	0.88
96.89	17	1.12
549.63	22	0.87
280.68	3	1.34
568.46	45	1.14
606.52	40	0.71
323.22	44	1.43
709.00	42	1.05
545.53	44	1.32
308.88	10	1.23
56.86	10	0.86
273.43	14	1.26
61.40	19	1.07
310.40	37	1.12
576.26	18	1.05
279.76	41	0.72
172.86	6	1.21
313.22	26	0.97
500.40	55	1.48
367.21	10	0.71
207.43	1	0.60
290.68	28	0.89
188.01	11	0.65
76.61	11	1.07
332.79	3	0.94
471.72	3	1.48
137.82	9	0.97
641.91	27	1.25
486.15	43	0.87
182.91	2	1.18
594.51	38	0.78
632.60	24	0.77
439.17	60	1.20
712.27	1	0.56
183.05	1	0.59
2.23	54	0.50
193.75	55	1.07
485.78	38	0.87
621.21	39	1.22
123.43	59	1.36
439.66	18	0.63
475.94	18	1.04
146.43	37	0.84
430.23	8	1.46
242.68	36	1.24
673.02	4	0.93
362.40	2	1.29
624.91	8	0.53
259.23	57	1.12
42.23	4	1.08
169.79	22	0.65
321.00	37	1.25
279.49	22	0.81
56.78	9	1.49
226.65	4	1.40
444.79	18	1.11
408.79	10	1.21
282.24	48	1.24
508.24	31	0.50
668.48	23	0.83
320.55	23	0.65
386.32	8	0.83
252.97	14	1.35
234.61	2	1.46
718.99	57	1.32
541.31	9	0.67
513.99	1	1.09
404.21	5	0.80
274.79	18	0.56
347.05	30	1.06
467.65	26	0.60
655.06	15	0.71
114.59	10	1.09
208.93	40	1.36
253.41	46	1.16
642.36	3	0.89
65.25	10	0.76
370.19	11	0.57
541.11	21	1.46
423.23	21	0.84
394.71	5	0.56
205.95	54	0.65
266.22	3	0.82
616.62	11	0.69
458.01	23	1.35
550.51	8	1.16
16.52	37	0.87
135.29	59	1.32
358.73	28	0.81
296.37	10	1.16
342.25	17	1.47
650.58	3	0.90
458.58	4	0.91
85.76	53	1.08
164.73	52	1.05
522.79	12	1.02
88.17	24	1.42
92.99	30	0.97
447.72	9	0.91
639.34	10	1.48
423.11	50	0.72
155.26	6	0.64
10.91	45	0.97
361.98	49	1.09
593.58	7	0.85
89.53	57	0.61
192.42	48	0.95
675.97	59	1.07
119.15	4	1.36
396.60	7	1.32
363.31	10	0.75
502.74	2	0.56
168.83	48	0.51
614.58	7	1.28
81.46	17	1.04
326.06	5	0.66
229.72	7	1.16
338.47	1	0.71
682.67	40	0.96
495.06	46	1.32
3.84	29	1.34
394.75	2	0.76
244.80	34	0.54
428.62	50	1.10
372.82	5	1.43
642.59	11	0.77
688.51	1	1.12
395.70	8	0.71
716.86	13	1.19
127.46	58	1.21
170.31	10	0.74
391.14	12	1.40
333.20	1	0.72
270.99	53	1.10
125.95	3	0.62
139.09	51	0.52
656.36	28	0.86
132.54	3	0.75
312.57	11	0.90
510.86	12	1.29
632.66	11	0.75
641.90	51	0.68
321.44	3	0.82
581.88	16	1.49
499.12	7	1.31
72.98	7	0.98
262.42	56	1.42
130.81	12	0.86
150.25	58	1.12
460.31	21	0.95
700.10	32	1.47
521.29	21	1.18
261.52	44	0.72
187.96	12	0.99
433.38	4	1.17
520.25	40	0.95
708.14	30	1.11
267.22	54	1.30
271.90	3	0.90
149.30	4	1.29
10.91	5	0.70
637.32	8	0.59
474.80	53	1.35
556.04	5	0.58
680.60	23	1.07
711.08	9	1.27
710.64	29	1.45
143.42	2	0.78
466.02	5	0.89
658.73	42	0.86
300.89	28	1.05
607.74	29	0.57
56.10	37	1.31
588.16	1	0.68
33.61	12	1.44
389.54	12	0.62
419.95	9	0.88
443.45	47	1.02
352.87	60	0.88
494.19	3	1.07
328.70	44	1.49
302.08	7	0.60
439.27	43	0.95
405.76	48	1.39
348.31	11	1.43
445.79	3	0.94
267.51	11	0.72
557.88	22	0.61
329.12	38	0.69
549.69	1	1.00
505.29	13	1.13
435.41	1	1.18
377.63	23	0.80
70.94	28	1.30
436.96	34	0.91
418.02	29	0.83
689.89	57	1.01
96.34	28	1.21
471.61	23	0.86
219.24	26	0.66
684.62	30	0.74
386.14	1	0.91
320.49	37	1.43
176.14	12	1.31
588.84	7	1.42
707.29	54	0.79
252.86	15	1.22
219.71	3	1.26
642.61	38	0.73
646.22	12	1.23
686.56	47	0.86
588.67	11	1.43
226.61	17	1.46
587.43	8	0.78
34.58	18	1.24
440.67	23	0.86
459.37	2	0.94
21.08	24	1.08
501.43	24	0.51
68.32	5	1.13
668.86	6	1.38
12.21	14	1.16
235.83	17	0.85
64.30	10	0.58
227.88	2	1.33
430.44	24	0.65
327.29	18	0.97
436.77	10	0.68
617.99	3	1.35
233.04	39	0.80
90.45	10	1.00
507.32	11	1.41
682.93	6	1.36
33.52	56	0.60
458.90	8	0.87
528.14	57	0.93
163.82	12	1.20
458.75	2	1.18
165.38	56	0.52
697.69	11	1.23
204.32	40	0.79
632.13	18	1.25
112.12	23	1.50
189.61	39	0.96
439.83	30	0.88
412.78	41	0.72
656.33	44	0.94
131.23	39	0.67
45.92	44	1.21
468.03	2	0.51
343.67	48	0.95
1.86	1	1.45
394.43	12	1.01
78.36	26	1.06
447.33	58	1.00
79.43	12	1.41
637.93	31	1.21
205.84	1	1.07
264.02	37	0.94
71.56	21	0.97
194.52	10	1.11
715.55	11	1.19
336.19	25	0.51
22.54	3	1.47
630.40	39	0.80
547.77	49	0.95
82.83	27	0.94
487.05	17	1.03
206.35	13	0.70
264.53	31	1.47
146.64	16	0.87
149.48	52	0.63
291.72	23	0.70
494.54	19	0.53
536.27	16	1.31
66.10	3	1.43
166.56	54	1.03
331.91	10	0.81
443.26	8	0.64
477.60	38	1.23
442.18	10	0.98
236.38	7	1.37
680.97	43	0.68
316.52	1	0.53
550.70	29	0.68
265.62	6	1.37
459.05	1	0.82
147.43	33	0.65
202.29	39	0.75
394.49	9	1.16
155.94	5	1.17
331.56	19	1.43
467.50	24	0.52
196.47	8	0.83
442.70	41	1.09
536.73	37	1.01
69.09	44	0.59
48.77	7	1.32
253.59	19	1.35
426.32	8	0.95
133.45	53	0.79
8.88	39	1.08
533.62	50	1.01
663.10	47	0.97
414.48	25	0.98
167.85	36	1.50
182.22	22	1.00
401.84	21	1.39
280.82	5	1.09
563.32	51	1.03
570.27	6	1.02
439.83	33	1.08
298.99	9	1.32
617.87	8	0.62
669.10	2	0.74
360.77	60	0.75
651.03	5	0.88
220.40	26	0.63
24.26	42	0.81
662.55	12	1.46
583.12	26	0.57
524.78	26	1.32
512.80	42	1.18
492.24	22	1.41
123.51	42	0.71
226.03	32	1.19
265.23	10	0.85
409.10	53	1.30
186.51	18	0.99
17.81	4	1.24
170.88	11	1.49
137.05	37	0.97
708.65	4	0.83
287.15	12	1.41
568.02	36	1.21
164.85	56	1.31
399.79	11	1.25
420.34	36	0.97
703.52	5	1.25
713.59	34	1.49
87.43	26	0.61
398.04	26	0.58
44.76	25	0.65
529.34	57	1.16
141.60	12	1.38
395.49	1	1.49
493.18	14	1.21
183.88	39	0.55
252.86	47	1.29
299.34	48	0.99
436.13	4	1.31
155.53	4	0.93
579.86	59	0.56
669.07	22	0.72
492.88	6	1.33
314.50	11	1.40
209.94	31	0.91
386.11	7	1.27
257.99	3	1.24
659.59	12	1.35
677.13	15	0.65
359.77	42	0.52
77.10	45	0.81
616.80	11	0.94
375.13	8	0.62
638.09	1	0.84
191.71	1	1.02
592.55	49	1.05
640.04	28	1.49
584.50	3	1.18
40.16	9	0.68
76.96	57	1.11
337.54	22	0.55
720.73	37	0.96
272.81	3	0.87
367.41	9	1.11
9.85	32	1.04
621.84	4	0.91
506.72	33	1.37
373.15	7	1.02
447.25	51	1.26
40.02	22	0.67
177.78	56	0.55
56.64	47	0.50
528.87	19	0.98
481.25	3	0.79
324.74	12	1.22
611.28	40	0.87
294.99	50	0.70
172.27	31	1.41
421.02	59	1.20
193.29	13	0.98
482.44	3	0.55
96.66	1	1.42
709.08	54	0.63
375.90	49	0.87
573.59	59	1.31
686.50	14	0.72
168.78	44	0.77
161.63	23	0.73
490.40	3	1.21
623.25	3	0.77
499.04	5	1.12
346.75	8	1.49
603.16	2	0.69
354.77	4	0.79
185.97	14	1.01
123.25	16	0.73
195.13	40	1.33
577.20	3	0.59
174.52	9	0.99
317.18	4	0.97
382.50	25	0.82
26.28	10	1.36
371.05	2	1.47
571.09	7	1.35
669.51	18	1.19
570.83	48	0.83
132.21	5	1.49
61.87	57	0.61
332.60	10	0.61
49.40	19	0.77
701.21	43	0.92
159.90	11	1.05
61.51	12	0.61
380.41	51	0.97
604.20	50	0.75
360.02	60	1.42
232.24	53	0.51
362.88	9	1.33
584.59	9	0.98
568.18	56	1.46
123.76	13	0.51
715.06	16	1.47
449.97	56	0.57
507.30	52	0.55
341.94	7	0.85
173.20	51	1.23
84.02	3	0.52
640.96	51	0.78
548.92	60	1.49
167.25	8	0.79
677.75	25	1.22
325.35	3	0.85
88.39	18	1.12
412.17	10	0.55
145.30	16	1.49
448.68	8	1.17
74.53	1	0.68
298.06	2	1.17
75.28	25	1.09
557.59	5	0.58
425.18	43	0.58
62.24	3	1.37
290.52	35	1.10
241.48	38	0.68
657.78	29	1.21
710.87	12	0.59
155.50	53	0.70
85.82	32	1.14
718.51	35	1.17
93.25	9	1.14
354.73	28	0.87
697.59	5	1.26
632.53	20	0.80
686.92	7	1.45
277.91	1	0.77
495.13	6	1.44
590.75	12	0.80
517.93	38	1.48
381.79	29	1.26
47.54	49	1.00
53.06	44	1.37
144.36	2	1.37
571.00	9	0.64
429.48	57	0.83
626.40	44	0.90
194.42	3	1.39
215.57	26	0.89
536.78	23	1.19
262.46	30	0.70
300.24	6	1.16
615.75	25	0.83
442.80	13	0.70
558.90	1	0.70
670.58	43	1.05
118.06	30	0.95
26.36	8	0.87
153.68	33	0.66
548.90	14	0.85
648.68	58	1.42
487.17	43	1.38
80.23	51	1.06
446.48	37	1.11
553.73	5	1.50
223.40	16	1.14
711.26	3	1.25
445.10	52	0.89
235.44	1	0.89
223.28	51	1.50
537.85	3	0.96
561.13	29	0.92
171.45	3	0.68
47.04	46	1.20
150.52	32	1.45
380.73	43	0.73
463.71	55	0.81
246.82	46	1.35
494.74	56	0.99
324.61	10	1.19
607.89	16	1.17
401.32	12	0.74
703.37	27	1.21
30.65	10	1.14
278.72	1	0.96
187.73	3	0.88
660.64	24	1.27
326.83	29	1.49
15.20	7	1.03
474.07	12	1.36
487.71	33	0.60
187.14	2	0.94
128.47	8	1.46
646.14	8	0.76
7.66	50	0.91
478.07	46	0.94
425.10	10	1.44
425.47	10	0.77
644.64	3	1.03
279.19	36	0.58
141.54	14	1.05
280.10	28	0.56
252.77	58	1.31
187.25	52	1.26
199.36	25	1.35
22.20	46	1.05
260.84	33	0.81
109.22	44	0.57
216.62	8	0.64
172.25	30	1.05
371.91	30	1.00
392.37	24	0.96
289.89	49	0.70
176.89	6	0.58
367.08	52	1.11
496.89	10	1.25
134.90	33	1.37
480.24	28	1.09
14.59	7	1.05
676.17	27	0.81
290.05	30	0.58
207.95	44	1.28
564.01	1	0.82
659.00	10	0.55
32.61	37	0.75
13.91	14	1.21
565.96	2	0.80
618.80	46	0.91
537.65	3	1.46
587.78	8	0.72
220.75	16	1.11
140.79	13	0.73
368.79	10	1.25
141.25	44	1.12
636.99	52	0.89
470.63	6	0.66
67.90	55	1.04
585.33	47	1.39
297.74	38	0.77
129.85	52	0.72
97.17	24	0.67
620.97	6	0.59
282.84	16	1.03
500.56	38	1.10
355.66	20	1.09
453.84	19	0.63
130.84	5	1.28
390.90	19	1.45
74.42	4	1.32
684.79	10	1.50
110.26	47	0.90
650.02	6	0.64
573.38	11	0.91
114.80	51	1.01
544.71	42	0.82
309.90	12	1.05
54.71	14	1.49
138.36	47	1.48
530.61	41	0.95
105.93	12	1.00
526.18	31	1.10
713.47	11	1.16
262.00	7	1.16
532.16	42	1.10
515.37	32	1.41
608.13	45	1.34
488.33	1	0.80
61.22	33	0.50
125.20	6	0.77
229.41	56	1.06
210.88	11	1.05
216.53	5	0.55
570.42	32	1.22
357.09	11	0.84
561.18	37	0.70
178.97	35	1.47
135.70	5	1.36
691.37	18	1.38
666.73	51	1.00
635.65	5	1.40
563.28	9	0.71
294.64	40	0.58
588.65	12	1.10
562.98	29	1.31
310.67	12	0.61
208.78	15	0.86
217.58	36	1.32
699.97	32	1.45
30.11	12	1.01
274.92	9	1.09
284.15	7	0.59
357.87	55	0.98
232.85	9	0.53
55.04	11	0.74
625.59	8	1.16
130.20	1	0.58
223.29	13	0.58
429.04	11	1.12
192.31	2	0.91
15.24	15	1.31
68.19	55	1.26
349.15	13	0.95
207.97	49	0.99
147.31	27	1.36
565.64	60	1.46
330.97	7	0.76
646.90	2	0.69
125.31	5	0.77
25.96	1	0.51
441.91	52	1.19
190.02	7	1.19
635.00	39	1.21
314.09	42	0.94
607.35	1	1.17
636.60	12	1.12
401.96	36	1.16
289.27	25	0.64
591.45	60	1.39
62.27	7	1.03
131.66	35	1.47
518.06	1	1.18
278.04	11	0.84
235.43	43	1.28
469.19	6	1.10
651.76	45	1.41
243.09	47	1.21
594.56	1	1.12
338.08	11	0.73
511.28	3	0.59
290.37	1	1.05
21.85	60	0.78
192.28	5	0.77
241.53	6	1.41
67.20	44	0.79
59.73	58	1.07
211.04	1	0.97
300.12	56	1.31
631.65	25	1.48
490.41	8	0.62
69.29	28	1.28
341.90	12	1.09
284.25	42	0.67
111.38	13	0.98
312.82	8	1.26
510.07	18	0.82
6.42	11	0.54
597.18	8	1.04
653.40	2	1.30
2.63	8	1.31
638.89	3	0.78
90.73	6	1.24
552.24	1	0.97
109.58	9	1.41
350.26	60	1.31
526.54	45	0.94
643.21	24	1.15
617.56	6	1.50
378.37	57	0.52
169.54	12	1.37
636.73	52	0.70
285.03	53	0.97
674.98	1	0.97
349.28	22	0.95
101.32	28	0.83
438.56	5	1.19
195.08	23	1.11
84.61	39	0.59
320.69	24	1.22
359.96	51	0.71
93.97	8	0.64
469.50	55	1.31
418.58	4	0.62
137.76	45	1.39
702.42	39	0.61
413.72	52	0.50
525.36	35	0.58
283.04	2	0.78
13.98	21	1.29
414.81	7	0.71
220.98	3	1.17
483.42	32	1.01
333.65	33	0.71
467.28	44	0.82
222.06	1	1.45
613.09	55	0.55
241.23	35	0.99
638.64	22	1.13
75.89	7	0.65
