199.82	33	1.48
541.53	39	0.58
560.74	10	0.59
13.07	30	1.00
388.46	41	1.41
72.87	27	0.94
220.17	53	0.69
184.13	40	0.59
112.23	5	0.62
599.93	10	1.37
174.51	4	0.51
35.17	59	0.56
421.04	57	1.13
227.52	31	0.55
327.31	4	1.44
568.34	14	1.43
373.31	58	0.53
352.52	59	0.72
198.36	45	1.46
418.38	25	1.34
196.07	8	1.16
553.01	41	1.34
375.02	43	0.70
158.20	24	1.16
247.97	36	0.84
347.55	13	1.26
437.20	58	0.62
634.94	3	0.99
617.67	4	0.87
514.07	55	0.60
558.52	2	0.90
104.37	1	1.05
622.00	12	1.36
375.18	5	0.64
439.27	16	0.91
1.19	26	1.02
534.31	5	1.48
553.80	41	1.16
8.80	59	1.21
599.26	51	1.39
218.53	43	0.52
449.64	60	0.82
486.78	54	1.33
418.36	22	0.69
127.44	12	0.90
14.19	21	0.90
554.93	45	0.77
132.62	8	1.31
15.68	24	1.41
273.90	3	1.22
135.16	56	0.54
657.15	54	1.03
366.62	2	0.60
700.21	31	0.98
185.14	6	0.56
424.49	6	1.39
119.95	9	0.83
177.68	30	1.12
585.84	8	0.56
644.87	48	1.00
204.33	9	0.79
10.97	38	0.82
539.80	6	0.71
589.37	8	0.64
711.58	3	0.56
512.01	26	0.98
595.00	17	1.39
396.22	7	1.02
164.21	29	0.87
171.26	48	0.52
346.80	49	1.08
340.49	28	1.11
432.52	39	1.11
269.86	48	0.59
366.30	48	0.65
254.37	47	0.63
496.90	38	1.40
236.32	45	0.92
536.52	10	1.05
333.94	47	0.96
110.16	4	1.03
369.59	28	0.98
254.18	44	1.13
231.69	60	0.84
534.61	4	0.62
268.41	12	1.04
189.66	38	0.78
647.53	26	1.14
379.29	43	0.82
636.59	56	0.92
620.88	21	1.02
680.37	36	1.08
186.41	43	0.53
44.62	12	1.29
167.69	6	0.70
605.41	26	0.62
575.64	10	0.64
332.06	40	0.98
185.70	14	1.41
700.62	30	1.04
355.75	9	0.70
195.61	4	1.02
124.96	49	0.62
695.06	8	0.81
25.80	36	1.47
134.60	6	1.03
